No,Code,Loc,ID,Desc,EC,TA,TW,Q,Coordx,Coordy,Coordz,SiO2,SiO4,Al,Fe,Ca,Mg,Na,K ,Li,NH3,Cl,SO4,HCO3,H2S,B,Al3+,As3+,NH4+,CO3-,F,Br,NO3,PO42-,H2S,pH,GT1,GT2,GT3,GT4,GT5,GT6,GT7,GT8,GT9,GT10,GT11,GT12,GT13,GT14,GT15,GT16,GT17,GT18,GT19,GT20,GT21,GT22,GT23,GT24,GT25,GT26,18O,D,RE,Kelompok Data
249,9116,arwel,PC8,,,24,,,,,1596,,,,,,,,,,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,9117,arwel,PC9,,,26.2,,,,,1007,,,,,,,,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,9118,arwel,PC10,,,25.2,,,,,1287,,,,,,,,,,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,9119,arwel,KB1,,,26.4,,,,,854,,,,,,,,,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,9120,arwel,KB2,,,28.9,,,,,969,,,,,,,,,,,,,,,,,,,,,,,,,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,9121,arwel,KB3,,,29.2,,,,,907,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,9122,arwel,KB4,,,29.9,,,,,813,,,,,,,,,,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,9123,arwel,KB5,,,31,,,,,920,,,,,,,,,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,9124,arwel,KB6,,,30.5,,,,,708,,,,,,,,,,,,,,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,9125,arwel,KB7,,,29.4,,,,,873,,,,,,,,,,,,,,,,,,,,,,,,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,9126,arwel,WU-1,,,30.8,,,,,479,,,,,,,,,,,,,,,,,,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,9127,arwel,WU-2,,,30.2,,,,,564,,,,,,,,,,,,,,,,,,,,,,,,,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,9128,arwel,WU-3,,,33.5,,,,,931,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,9129,arwel,WU-4,,,33.2,,,,,551,,,,,,,,,,,,,,,,,,,,,,,,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,9130,arwel,WU-5,,,34,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,9131,arwel,WU-6,,,36.9,,,,,623,,,,,,,,,,,,,,,,,,,,,,,,,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,9132,arwel,WU-7,,,36.3,,,,,528,,,,,,,,,,,,,,,,,,,,,,,,,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,9133,arwel,WU-8,,,35.6,,,,,496,,,,,,,,,,,,,,,,,,,,,,,,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,9134,arwel,WU-9,,,34.06,,,,,565,,,,,,,,,,,,,,,,,,,,,,,,,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,9135,arwel,WU-10,,,33.9,,,,,649,,,,,,,,,,,,,,,,,,,,,,,,,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,9136,arwel,WU-11,,,29.7,,,,,788,,,,,,,,,,,,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,9137,arwel,WU-12,,,33.2,,,,,707,,,,,,,,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,9138,arwel,WU-13,,,30.3,,,,,566,,,,,,,,,,,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,9139,arwel,WU-14,,,30.2,,,,,651,,,,,,,,,,,,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,1001,AP. PADUSAN 1,APP1,,2460,22,55,2,,,893,189.75,,0.03,0.86,149.5,82.36,259.53,61.8,0.19,,282.3,203.2,1029.29,,,,0,6.36,0,1,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,1002,AP. PADUSAN 2,APP2,,2650,25,50,2,,,901,173.28,,0.03,1.93,159.6,100.13,256.27,56.7,0.17,,282.3,182.71,1135.81,,,,0,5.24,0,1,,,,,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1003,AP. COBAAN ,APCO,,1770,22.7,39.4,0.1,,,1348,141.4,,0.03,1.29,114.2,77.86,188.28,39.5,0.12,,211.72,160.49,815.58,,,,0,0,0,0.5,,,,,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,1004,AP. CANGAR 1,APC1,,1240,24.1,54.1,3,,,1611,115.3,,0.03,0,75.6,67.66,108.87,29.5,0.1,,63.52,77.36,719.18,,,,0,0.37,0,1,,,,,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,1005,AP. CANGAR 2,APC2,,850,22.3,48.3,3,,,1604,116.59,,0,0,55.7,32.35,77.57,19.86,0.1,,25,62.55,454.82,,,,0,0.37,0,0.5,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1006,AD. PUNDAK,ADP,,84,25,25,5,,,1589,34.8,,0.03,0,7.21,1.81,2.36,1.59,0,,5,2,28.39,,,,0,0,0,0,,,,,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,1007,SOLFATARA,WF02,,-,17.2,"94,1 - 137,3",-,,,3054,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1008,SOLFATARA,WF03,,-,18.2,"94,1 - 137,4",-,,,3055,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,1009,SOLFATARA,WF05,,-,19.2,"94,1 - 137,5",-,,,3056,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,1010,SOLFATARA,WF06,,-,20.2,"94,1 - 137,6",-,,,3057,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,1011,Palimanan 1,,,,34,54.5,,,,,27.29,,,0.01,15.72,165.43,1873.4,138.6,0.09,,2913.3,283.2,598.35,,0.182,,0.006,14.351,-,1.49,,,,,6.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,1012,Palimanan 2,,,,,55.9,0.2,,,,,,,-,-,-,-,-,,,-,-,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1013,Palimanan 3,,,,,55.5,,,,,,,,-,-,-,-,-,,,-,-,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,1014,Palimanan 4,,,,,51,,,,,,,,-,-,-,-,-,,,-,-,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,1015,Palimanan 5,,,,,36,,,,,,,,-,-,-,-,-,,,-,-,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,1016,Gunung Kuda,,,,28.9,36.2,0.3,,,,128.7,,,0.75,9.82,30.49,146.05,6.2,0.051,,104.5,0.9,362.09,,0.01,,0.001,0.417,12.48,0.01,,,,,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,1017,Cipanas,,,,29,36.7,,,,,43.3,,,21.3,14.14,20.58,8.54,2.86,0.035,,10.1,503.5,-,,0.01,,0.0015,0.079,-,0.07,,,,,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,1018,Kedondong Kidul,,,,28,37.3,0.3,,,,104.25,,,0.57,26.72,36.77,61.4,4.51,0.63,,8,26.3,434.04,,0.003,,0.0158,0.285,-,0.01,,,,,7.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,1019,Liang Panas,,,,23.4,36.3,0.5,,,,71.88,,,1.74,13.36,89.1,2269,113.6,0.009,,3616,13.6,1029,,0.075,,0.0002,0.844,-,0.01,,,,,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,1020,Palimanan 6,,,,29.2,60,,,,,35.45,,,0.01,31.43,442.64,2939.5,113.6,0.033,,2659,92.5,664.55,,0.003,,0.0002,12.382,27.74,0.01,,,,,8.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,1021,Palimanan 7,,,,27.9,30.4,0.3,,,,9.74,,,0.02,21.22,38.65,18.42,2.5,0.033,,9.1,167.7,112.8,,0.003,,0.0022,0.005,-,0.01,,,,,7.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,1022,Anyer,,,,23,40,5,,,,19.52,,,0.09,20.33,8.9,150.16,45.67,0.09,,172.6,26.51,270.03,,0,,0.006,0.167,10.42,0,,,,,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1023,Kareos,,,,20,41.5,5,,,,12.22,,,0.14,68.82,3.98,1022.59,77.33,0.947,,493.14,268.04,1416.36,,0,,0.0327,0.475,65.1,0,,,,,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,1024,Batukuwung 1,,,,22,60.7,240,,,,22.63,,,0.07,31.28,23.97,126.58,50.68,0.051,,73.97,190.08,275.33,,0.218,,0.001,0.273,26.04,0.218,,,,,8.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,1025,Batukuwung 2,,,,22,58.1,,,,,21.35,,,0.4,37.54,18.76,85.03,46.13,0.035,,123.29,35.21,312.39,,0,,0.0015,0.186,16.93,0,,,,,8.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,1026,Batukuwung 3,,,,,28.4,,,,,,,,-,-,-,-,-,,,-,-,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,1027,Cilenge 1,,,,20,54,20,,,,20.86,,,0.35,51.61,26.27,456.03,83.71,0.63,,542.26,9.14,418.29,,0.159,,0.0158,0.508,6.51,0.159,,,,,8.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1028,Cilenge AD,,,,,32.1,5,,,,11.7,,,0.07,58.65,25.3,26.49,11.03,0.009,,123.29,23.26,264.74,,0,,0.0002,0.197,6.51,0,,,,,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,1029,Cacaban AD,,,,,27.4,60,,,,5.65,,,0.06,6.26,3.05,10.15,6.04,0.005,,2.47,0.21,1416.36,,0,,0.0002,0.193,28.64,0,,,,,7.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,1030,Sadatani,,,,20,40.8,10,,,,11.7,,,0.57,31.28,17.36,136.16,54.77,0.033,,197.2,0.21,389.17,,0.017,,0.0002,0.159,10.42,0.017,,,,,8.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,1031,Cilurah,,,,20,49.3,20,,,,7.61,,,0.34,54.61,38.53,1199.45,72.7,0.943,,1380.8,0.21,309.75,,0.312,,0.0022,1.087,9.11,1.033,,,,,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,1032,Pantai Anyer AD,,,,,,,,,,,,,-,-,-,-,-,,,-,-,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,1033,Kajaroan,,,,20,44.8,60,,,,13.82,,,0.45,40.67,35.74,251.68,52.68,0.226,,320.54,0.21,532.13,,0.039,,0.0002,2.474,19.53,0.442,,,,,8.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,1034,Cipanas Hilir,,,,20,43.1,,,,,35.43,,,0,7.94,11.38,19.06,9.76,0.006,,9.58,3.29,124.4,,0.003,,0.0008,0.138,0.4,0.224,,,,,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,1035,Ciasem AD,,,,,27.1,,,,,<d.l,,,1.69,57.14,20.91,12.02,2.98,0.002,,19.24,244,<dl,,0.006,,0.0002,0.264,<dl,1.34,,,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1036,Cileunyeup,,,,20,49.5,,,,,25.28,,,22.27,71.43,45.79,93.42,35.67,0.05,,38.48,269.15,237.9,,0.001,,0.0005,0.635,42.12,0.57,,,,,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,1037,Cibubuay,,,,,38.4,0.2,,,,78.78,,,"<0,01",26.1,12.97,75,0.79,0.008,,38.27,68.75,14.18,,0.295,,0.005,0.048,127.83,0.403,,,,,8.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,1038,Cimandiri Barat,,,,,42.1,1,,,,78.78,,,"<0,01",28.56,3.32,87.15,0.92,0.009,,45.72,118,9.07,,0.322,,0.0026,0.057,124.5,0.57,,,,,8.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,1039,Cimandiri Timur,,,,,42.3,3,,,,65.1,,,0.02,24.47,6.28,87.85,0.8,0.009,,43.74,118,11.34,,0.199,,0.004,0.092,141.32,0.63,,,,,8.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1040,Cipanas,,,,,38.2,1,,,,54.45,,,"<0,01",22.84,6.31,76.33,0.54,0.007,,27.83,65.35,11.34,,0.35,,0.0011,0.068,179.9,0.43,,,,,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,1041,Cimandiri,,,,,,,,,,29.9,,,0.253,20.39,6.35,10.26,1.19,0.001,,9.94,10.29,-,,<0.02,,<0.0002,0.002,83,0.19,,,,,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,1042,Cisolok 1,,,,,103,10,,,,12.22,,,0.144,68.82,28.1,1022.59,77.33,0.0179,,369.86,268.04,1416.36,,0,,0.0414,0.475,23.64,1.033,,,,,7.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,1043,Cisolok 2,,,,,99,,,,,,,,-,-,-,-,-,,,-,-,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1044,Cisolok 3,,,,,82,,,,,,,,-,-,-,-,-,,,-,-,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,1045,Cisolok 4,,,,,101,,,,,,,,-,-,-,-,-,,,-,-,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,1046,Cisolok 5,,,,,90,,,,,13.55,,,0.093,50.05,8.34,325.37,24.92,0.175,,369.86,187.45,201.2,,0.072,,0.0476,0.673,6.51,1.033,,,,,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,1047,Cisolok 6,,,,,96,,,,,,,,-,-,-,-,-,,,-,-,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1048,Cisukarame,,,,,46,0.3,,,,20.19,,,-,1.19,2.52,79.05,0.52,0.014,,6.73,12.52,154.64,,0.003,,0.0094,,16.38,0.29,,,,,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,1049,Cimanggu-1,,,,,34.9,,,,,6.95,,,0.26,24.54,9.67,62.13,13.54,0.284,,9.67,"< 0,5",268.42,,0.15,,0.0046,0.288,-,0.28,,,,,7.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,1050,Cimanggu-2,,,,,35.2,,,,,5.64,,,1.03,28.63,15.04,78.99,14.96,0.217,,35.24,"< 0,5",320.23,,0.174,,0.0037,0.264,-,0.22,,,,,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,1051,Kancah,,,,,33.7,7,,,,4.89,,,4.22,49.08,63.5,105.6,58.04,0.751,,249.7,471,-,,0.19,,0.0027,1.511,-,1.579,,,,,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1052,Cilayu,,,,,53.5,,,,,156.76,,,0.03,75.74,8.2,1000,61.43,1.3,,1213.6,402.03,257.6,,28.27,,,,15,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,1053,Pakenjeng-1,,,,,59.6,20,,,,64.18,,,0.01,270.2,1.34,265,5.61,0.08,,177.5,912.63,45.02,,3.19,,,,-,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,1054,Pakenjeng2,,,,,40.9,20,,,,65.51,,,0,240,2.2,265,4.29,0.07,,213,778.83,60.02,,1.06,,,,-,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,1055,Pakenjeng-3,,,,,40.9,2,,,,,,,-,-,-,-,-,,,-,-,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1056,Cipanas-1,,,,,48,,,,,43.31,,,1.54,4.03,44.35,306,25.3,0.28,,259.6,1.12,461.4,,1.4,,0,0.02,47.52,1.09,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,1057,Cipanas-2,,,,,49.3,,,,,53.54,,,0.85,8.06,46.29,221.3,22.6,0.22,,254.6,"< 0,50",444.5,,0.39,,0,0.01,30.87,0.99,,,,,8.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,1058,Cileusing,,,,,44,,,,,52.72,,,1.24,11.28,60.67,455,35.4,0.75,,635.3,2.22,519.5,,1.12,,0,1.66,23.76,1.02,,,,,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,1059,Cibuni,,,,,83.6,,,,,74.19,,,1.64,16.2,9.4,10.5,4.6,<0.5,,5,255.13,-,,,,<0.1,,-,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,1060,Cimanggu,,,,,78,70,,,,172.03,,,-,28.7,16.8,84.8,19.2,<0.5,,35.5,55.96,375.02,,,,<0.1,,-,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,1061,Kertasana,,,,,50.1,,,,,190.92,,,-,38.4,33.4,77.9,24,<0.5,,-,115.22,457.65,,,,<0.1,,-,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,1062,Cibolang,,,,,66.5,,,,,197.43,,,-,76.8,42.1,74.4,29.4,<0.5,,8,227.15,438.58,,,,<0.1,,-,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,1063,Maribaya,,,,,45.8,60-70,,,,188.46,,,-,-,-,-,-,<0.5,,53.25,25,680.27,,,,<0.1,,-,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,1064,Papandayan,,,,,74-93,5,,,,426.21,,,11.07,-,-,-,-,6.48,,71,14402.5,-,,,,0.2,,-,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,1065,Cibeureum,,,,,44.8,50,,,,158.51,,,5.25,-,-,-,-,<0.5,,-,625.48,-,,,,<0.1,,-,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,1066,Toblong,,,,,46.2,,,,,133.7,,,-,-,-,-,-,<0.5,,-,337.43,160.06,,,,<0.1,,-,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,1067,Cipatujah,,,,,50.1,,,,,36.62,,,-,-,-,-,-,<0.5,,905.25,2702.56,32.51,,,,0.8,,-,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1068,Cileungsing,,,,,47.4,,,,,175.29,,,0.33,43.3,51.9,510.2,31.4,<0.5,,727.75,-,686.47,,,,<0.1,,-,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,1069,Sekarwangi,,,,,49.2,10,,,,187.54,,,-,57.9,46.1,208.1,21.2,<0.5,,213,-,622.91,,,,<0.1,,-,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,1070,Kampung Sumur,,,,,34.9,5,,,,99.34,,,-,-,-,-,-,<0.5,,71,10,235.09,,,,<0.1,,-,,,,,,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,1071,,HDul1,,,,,,,,,,,0.07,0.06,323.1,2.76,181.4,2.25,0.01,,147.6,836.17,71.56,,,,0,0.01,,0.14,,,,,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IIGW 2016
344,1072,,HDul2,,,,,,,,,,,0.14,0.07,271.9,2.24,180.3,2.36,0.02,,146.6,796.31,71.79,,,,0,0.01,,1.35,,,,,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,1073,,HPoh1,,,,,,,,,,,0.14,2.83,176,35.17,2457,253.89,10.99,,2800.38,670.75,1735.34,,,,0,1.55,,2.25,,,,,6.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,1074,,HPoh2,,,,,,,,,,,0.14,2.7,263.9,59.25,2594,265,11.84,,3173.59,751.4,1839.33,,,,0,1.49,,1.44,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,1075,,HDil1,,,,,,,,,,,0.07,0.08,130.1,4.59,497.4,5.76,0.19,,665.94,360.47,78.79,,,,1,0.1,,2,,,,,6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,1076,,HDil2,,,,,,,,,,,0.14,0.06,164,3.67,503.64,5.47,0.5,,750.1,334.14,66.97,,,,1,0.07,,1.85,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,1077,,HDil3,,,,,,,,,,,0.14,0.06,231.5,1.87,696.4,7.39,0.73,,1120.78,253.89,26.84,,,,1,0,,2.83,,,,,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,1078,,HTu,,,,,,,,,,,0.14,0.08,44.12,18.5,318.8,3.76,0.17,,126.6,300.24,538.54,,,,0.5,0.02,,0.61,,,,,6.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,1079,,Cbo,,,,,,,,,,,0.07,0.08,250.3,31.65,74.5,7.45,0.07,,25,625.48,217.34,,,,0,0.27,,0,,,,,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1080,,Cpoh,,,,,,,,,,,0.14,0.13,7.44,0.52,6.43,0.69,0.01,,4,6,28.21,,,,0,0.01,,0.07,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1081,,Cdil,,,,,,,,,,,0.14,0.08,58.19,8.8,10.13,1.2,0.01,,27.45,25.51,170.29,,,,0,0.32,,1.12,,,,,6.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,1082,Ampallas,,Hos spring,551 - 1920,,35 - 66,0.5 - 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8 - 7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fauziyyah dkk,IIGW TAT
355,1083,Batupane,,Hos spring,360,,40.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fauziyyah dkk,
356,1084,Gantungan,,Hos spring,527,,34.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fauziyyah dkk,
357,1085,Karema,,Hos spring,1074,,48,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fauziyyah dkk,
358,1086,Ampallas -1,Ampallas -1,Hos spring,,,,,,,,74.42,1.53,,,,3.85,535.6,19.74,0.39,,513.26,,597.37,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fauziyyah dkk,
359,1087,Ampallas -2,Ampallas -2,Hos spring,,,,,,,,71.41,0.85,,,,4.02,521.43,20.97,0.39,,492.07,,606.64,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fauziyyah dkk,
360,1088,Ampallas -3,Ampallas -3,Hos spring,,,,,,,,60.65,1.99,,,,4.59,522.53,20.97,0.37,,532.69,,609.05,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fauziyyah dkk,
361,1089,Ampallas -4,Ampallas -4,Hos spring,,,,,,,,40.83,12.24,,,,3.51,229.79,29.05,0.04,,174.7,,360.63,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fauziyyah dkk,
362,1090,Ampallas -5,Ampallas -5,Hos spring,,,,,,,,70.04,78.92,,,,13.04,90.86,24.12,0.01,,1.37,,283.04,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fauziyyah dkk,
363,1091,Ampallas -7,Ampallas -7,Hos spring,,,,,,,,88.2,1.5,,,,5.05,370.09,16.07,0.35,,355.37,,435.31,,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fauziyyah dkk,
364,1092,Ampallas -8,Ampallas -8,Hos spring,,,,,,,,65.44,1.88,,,,8.72,191.27,19.62,0.09,,161.09,,329.89,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fauziyyah dkk,
365,1093,Batupane,,Hos spring,,,,,,,,32.09,6.6,,,,0.19,88.47,16.27,0.02,,3.01,,238.26,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fauziyyah dkk,
366,1094,Gantungan,,Hos spring,,,,,,,,74.89,20.65,,,,0.19,141.71,1.96,0.02,,4.2,,316.71,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fauziyyah dkk,
367,1095,Karema,,Hos spring,,,,,,,,62.51,17.9,,,,0.08,316.99,16.6,0.01,,31.68,,481.69,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fauziyyah dkk,
368,1096,NGT ,NGT ,,,,,,,,,"140,64",,"0,00","0,00","194,10",82,"146,60","35,95","0,22","5,76","253,53","0,54","1122,72","7,53","9,84",,,,,,,,,,6.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haq dkk,
369,1097,GDS ,GDS ,,,,,,,,,106,,,-,6,-,5,9,0,-,164,372,0,-,0,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haq dkk,
370,1098,Mapos,,,1300,,50.5,1,,,,31.34,,,,,29.5,14.64,14.64,,,38.59,701.24,171.04,,,,,,,,,,,,5.96,,,,,,,,,,,,81,85,233,247,65,,,,,,,,,,,,,Prabowo dkk,
371,1099,Wae Lereng,,,964,,36,1,,,,149.66,,,,,29,13.05,13.05,,,59.7,69.57,345.27,,,,,,,,,,,,6.13,153 -161,,,,,,,,,,,161,153,297,305,87,,,,,,,,,,,,,Prabowo dkk,
372,10100,Ulu Galung,,,1300,,36.1,2,,,,58.04,,,,,23.7,3.5,3.5,,,11.12,257.6,176.9,,,,,,,,,,,,5.95,109,,,,,,,,,,,109,109,199,215,29,,,,,,,,,,,,,Prabowo dkk,
